"text";"mark";"id"
"Скисание молока в тёплой комнате. ";"1";"5427315"
"Излучение света раскаленным металлом-это химическое явление.";"0";"5427316"
"Скисание молока в тёплой комнате, потому что происходит химический процесс окисление вещества.";"1";"5427317"
"Скисание молока в тёплой комнате.";"1";"5427318"
"скисание молока в теплой комнате
при скисании молока выделяются новые вещества";"1";"5427319"
"скисание молока в тёплой комнате, из-за того что этот процесс происходит за счёт соединение и распада множества химических элементов.";"1";"5427320"
"скисание молока в теплой комнате т.к в молоке появляются боктерии и начинается химический процесс";"1";"5427321"
"излучение света раскаленным металлом это химическое явление ";"0";"5427322"
"Скисание молока в теплой комнате, так как в результате скисания получается новое вещество ";"2";"5427323"
"Я считаю, что химическим явлением является скисание молока, так как химическими явлениями называют те явления, в процессе которых появляются новые вещества.
Ни в одном из остальных вариантов ответа не появляются новые вещества.";"2";"5427324"
"скисание молока в тёплой комнате. Т.к появляются 2 новых вещества.";"2";"5427325"
"Скисание молока является химическим явлением.Из-за нагревания молока происходит химическая реакция.";"1";"5427326"
"Скисание молока в тёплой комнате , так как при химических явлениях вещество меняется , в данном случае молоко скисает и превращается в кефир.";"1";"5427327"
"Скисание молока в тёплой комнате,так как при скисании происходят различные химические процессы в следствии которых образуются новые вещества.";"2";"5427328"
"скисание молока в теплой комнате является химическим явлением, так как в процессе скисания образуется новое вещество, выпадает осадок. все остальные явления являются физическими";"2";"5427329"
"скисание молока в теплой комнате.так как в теплом помещении молоко нельзя оставлять,оно начинает окислятся из за взаимодействия воздуха и молока ";"2";"5427330"
"Скисание молока- ведь происходит окисление молока а это химическая особеннось
появление радуги- это приломление света и это физическое явление
движение автомобиля- это мепханическая работа и это тоже физическое явление
излучение света раскаённым металом- этот лишь свет выделяющийся от нагрева метала и это так же физическое";"2";"5427331"
"Скисание молока в тёплой комнате, так как происходит химическая реакция.";"1";"5427332"
"скисление молока
это химический процесс";"1";"5427333"
"Скисание молока является химическим явлением, так как из-за тепла молоко полностью меняет свой вид и химическое состояние.";"2";"5427334"
"Скисание молока в теплой комнате, потому что происходит изменение вкуса пищи, а как известно - это химическая реакция.";"1";"5427335"
"Скисание молока является химическим явлением, так как при увеличении температуры воздух внутри банки нагревается и вступает в реакцию с молоком, окисляя его.";"1";"5427336"
"Скисание молока, так как это является процессом окисления ";"2";"5427337"
"Скисание молока в теплой комнате - химическое явление потому, что происходит химическая реакция из-за температуры.";"1";"5427338"
"Скисание молока, т.к. в этом процессе молоко меняет свой химический состав.";"2";"5427339"
"скисание молока в банке является химическим, потому что происходит окисление. ";"1";"5427340"
"Скисание молока в теплой комнате является химическим явлением т.к. здесь происходит химический процесс брожение.";"1";"5427341"
"мне кажется что скисление молока в теплой комнате будет химическим так как на первой картинки изображено механическое явление, на второй световое явление и появление радуги после дождя это физическое";"1";"5427342"
"химическое явление -скисание молока в теплой комнате. Так как движение автомобиля по закругленной дороге - это механическое движение, не являющееся химическим явлением. Излучение света раскаленным металлом не является, так как оно является физическим явлением, а радуга после дождя - оптическое явление. ";"1";"5427343"
"скисание молока содержится разные микро элементы которые при длином нахождении в теплой среде начинают скисать молоко ";"1";"5427344"
"Скисание молока в теплой комнате-химическое явление.Потому что в нем происходит реакция молекул молока с температурой комнаты.В остальных случаях такой связи(или похожей нет)";"1";"5427345"
"Скисание молока. Т.к. изменяется его хим. состав";"1";"5427346"
"скисание молока в теплой комнате";"1";"5427347"
"Химическим явлением является скисание молока в теплой комнате, так как при скисании выделяется вода отделяется от сыворотки, получая новое вещество. При химических явлениях из одного вещества получается другое. Появление радуги после дождя - это своего рода ""оптическое явление"": лучи солнца подсвечивают маленькие капельки воды, оставшиеся в воздухе. Излучение света раскаленным металлом не является выделением нового вещества, металл остается металлом. Движение машины по закругленной дороге может свидетельствовать о силе трения колес о дорогу и выработкой от этого тепла, но это не является химическим элементом.";"2";"5427348"
"Химическим явлением является скисание молока, потому что при данном явлении, в отличии от остальных, появляются новые вещества.";"2";"5427349"
"Появление радуги после дождя ";"0";"5427350"
"Скисание молока в теплой комнате,т.к. при химическом явлении появляются новые вещества.";"2";"5427351"
"Скисание молока в теплой комнате.Из-за определенных обстаятельств,т.е. теплая комната,молоко скисает и превращается в простоквашу,становится кислым,разделяясь тем самым на полу-прозрачную жидкость и массу, похожую на сметану.А значит превращение из одного вещества в другое.
Излучение света раскаленным металом,движение автомобиля,появление радуги после дождя-это физические явления.";"2";"5427352"
"Скисание молока является химическим явлением, так как при скисании молока происходит ряд химических реакций. Вещество окисляется, и вместе с этим превращается в другое вещество. 
Химическим явлением называют процесс становление одного вещества другим в ходе химических реакций.";"2";"5427353"
"Скисание молока, так как в процессе этого явления получается новое вещество";"2";"5427354"
"скисание молока в теплой комнате, т.к. в ходе этого явления получается другое вещество(на пример кефир).";"2";"5427355"
"Скисание молока в тёплой комнате: Поскольку во всех остальных случаях новые элементы не образуются это просто физические явления.А в случае с молоком его структура меняется то есть можно сказать образуется новое вещество,что является химическим явлением";"2";"5427356"
"--- нет ответа ---";"-1";"5427357"
"Химическим явлением является: скисание молока в теплом комнате, из за бактерий.";"1";"5427358"
"скисание молока в тёплой комнате так как оно скисает само ";"1";"5427359"
"скисание молока в теплой комнате. Из молока потом получится новое вещество";"2";"5427360"
"Скисание молока в теплой комнате т.к. остальные явления основаны на физических процессах.";"1";"5427361"
"3 так как происходит окисление молекул молока, а это химическая реакция";"2";"5427362"
"Скисание молока  в теплой комнате,так как в процессе этого явления изменяется химический состав вещества(это-определение химического явления)";"2";"5427363"
"скисание молока в теплой комнате ";"1";"5427364"
"скисание молока в теплой комнате. Потому что меняется состав продукта, появляется новый продукт.";"2";"5427365"
"Химическим явлением считается скисание молока в теплой комнате.Так как состав молока меняется на другое.";"1";"5427366"
"Скисание молока в тёплой комнате является химическим так как при скисании в молоке образуются новые бактерии которых не было в обычном молоке и из за которых вкус становится кислым.";"1";"5427367"
"Скисание молока в теплой комнате является химическим явлением так как молоко пастеризованное и в нем нет полезных бактерий
  ";"1";"5427368"
"Скисание молока в теплой комнате является химическим явлением, так как все остальные явления не относятся к такому роду явлений. Движение автомобиля,излучение света раскаленным металлом и появление радуги после дождя - это скорее физические явления. При скисании молока образуется другое вещество, это объясняет тот факт,что это явление является химическим ";"2";"5427369"
"Появление радуги,так как под химическими явлениями подразумеваются явления, которые не требуют вмешательства человека.";"0";"5427370"
"Химическое явление это скисание молока. ";"1";"5427371"
"скисание молока в тёплой комнате  так как раньше это было молоко потом оно стало кислым  состав поменялся  значит это химическое явление";"1";"5427372"
"Скисание молока в тёплой воде ";"1";"5427373"
"Ответ: Скисание молока в тёплой комнате. 

Пояснение:Движение автомобиля - физическое явление, перемещение тела в пространстве.
Излучения света - излучение фотонов раскалённым объектом - явление физическое.
Появление радуги после дождя - преломление света капельками воды.
Скисание молока - химический процесс.";"1";"5427374"
"скисание молока в теплой комнате, так как все остальное - это химические явления";"0";"5427375"
"скисание молока в теплой комнате ";"1";"5427376"
"Скисание молока, так как меняется его состав ";"1";"5427377"
"Скисание молока в теплой комнате. Потому что молоко закисает и начинает портиться выделяя различные не полезные элементы.";"1";"5427378"
"скисание молока в теплой комнате,так как оно превращается из жидкого в густое состояние.";"1";"5427379"
"Скисание молока является химическим. Если продукт, который должен находиться в холодной среде, поставить в теплую среду, то начнется химическая реакция - окисление.";"2";"5427380"
"Скисание молока в тёплой комнате, так как происходит процесс окисления вещества - молока.";"2";"5427381"
"Химическим явлением тут является скисание молока в теплой комнате, так как молока разлогается на два вещества";"2";"5427382"
"Скисание молока так как - это изменение запаха, цвета и вкуса, а все эти изменения являются химическими.";"1";"5427383"
"Скисание молока в теплой комнате,потому что это необратимый химический процесс,при котором появляются новые вещества и следовательно это- химическое явление.";"2";"5427384"
"скисание молока т к и появление радуги
химическое явление - это  преобретание нового вещества или превращаться в другое вещество";"0";"5427385"
"Химическим явлением является скисание молока в тёплой комнате так как одно вещество преобразуется в другое.";"2";"5427386"
"СКИСАНИЕ МОЛОКА.ТАК КАК ВСЕ ОСТАЛЬНЫЕ КАРТИНКИ ЭТО ФИЗИЧЕСКИЕ И ПРИРОДНЫЕ ЯВЛЕНИЯ . ";"1";"5427387"
"Химическим явлением является скисание молока в тёплой комнате так как при химическом явлении выделяется запах ";"1";"5427388"
"Скисание молока в теплой комнате т.к. остальные явления физические.";"1";"5427389"
"Химическим явлением является скисание молока в тёплой комнате,потому что в молоке происходит реакция окисления.";"2";"5427390"
"В молоке присутствуют живые организмы которые со временем погибают и начинают гнить, во время гниения выделяются газы (выделение газов - химический процесс)";"1";"5427391"
"скисание молока в теплой комнате , т.к. происходит выделение запаха и изменение агрегатного состояния данной жидкости ";"1";"5427392"
"Скисание молока в тёплой комнате. Потому что идёт изменение запаха, цвета .  ";"1";"5427393"
"Скисание молока, так как у молока меняется вкус и появляются небольшие комочки, что указывает на химическое явление.";"1";"5427394"
"Скисание молока в теплой комнате 
Появляется запах и меняет агрегатное состояние ";"1";"5427395"
"химическим явлением является скисание молока в теплой комнате,потому что при скисании молока образуется другое вещество,что является признаком химического явления.";"1";"5427396"
"Я считаю, химическим явлением является скисание молока в теплой комнате.";"1";"5427397"
"Скисание молока в теплой комнате. Так как молоко меняет свое агрегатное состояние.";"1";"5427398"
"Скисание молока в тёплой комнате, т.к появляется запах, налёт и образуется другое в-во.";"2";"5427399"
"химическим явлением является скисание молока в тёплой комнате,потому что химическое явление это то явление, которое из одного вещества превращается в другое";"2";"5427400"
"скисание молока в теплой комнате, так как при нагревании внутри вещества молекулы движутся быстрее, это способствует быстрой порче продуктов.";"1";"5427401"
"Скисание молока в теплой комнате является химическим явлением. Поскольку под воздействием теплого воздуха молекулы молока начинают скисать.";"1";"5427402"
"Скисание молока потому что внутри него происходит химическая реакция";"1";"5427403"
"Излучение света раскаленным металлом
т.к. нагревание и плавление металлов - химическое явление.";"0";"5427404"
"Скисание молока в тёплой комнате является химический явлением, так как происходит процесс окисления и брожения.";"2";"5427405"
"Скисание молока в теплой комнате, потому что это является химической реакцией.";"1";"5427406"
"Скисание молока в тёплой комнате, потому что скисание не может проходить без химической реакции.";"1";"5427407"
"Химическим явлением является скисание молока в теплой комнате";"1";"5427408"
"Скисание молока является химическим так как скисание является химическим процессом.";"1";"5427409"
"скисание молока в теплой комнате, так как, кисломолочные бактерии в тепле они размножаются быстрее чем в холоде";"1";"5427410"
"Появление радуги после дождя так как этот процесс не зависит от человека";"0";"5427411"
"скисание молока в теплой комнате, потому что комнатная температура не подходит для молока, его нужно хранить в более холодной температуре";"1";"5427412"
"Скисание молока. Так как ,что бы молоко скисло должна произойти химическая реакция.";"1";"5427413"
"скисание молока в теплой комнате, так как происходит превращение одного вещества в другое";"2";"5427414"
"Скисание молока, так как при этом процессе образовывается новый продукт.";"2";"5427415"
" Скисание молока в тепой комнате,потому что происходит процесс окисления вещества ";"2";"5427416"
"скисание молока в теплой комнате  потому что оно изменяется веществами";"1";"5427417"
"Скисание молока в теплой комнате - в банке происходит скисания молока и появляется новое вещество.";"2";"5427418"
"скисание молока в тёплой комнате молоко киснет и появляются  выделение веществ энергия воздуха запаха ";"1";"5427419"
"Скисание молока в теплой комнате, потому что оно является химическим, оно менят запах и вкус ";"1";"5427420"
"Скисание молока в тёплой комнате, так как молоко меняет только своё агрегатное состояние. ";"1";"5427421"
"Скисание молока в теплой комнате, так как сначало одно химическое вещество превращяется в другое.";"2";"5427422"
"Скисание молока в тёплой комнате, так как образуется осадок.";"1";"5427423"
"Скисание молока так как произошло превращение.";"1";"5427424"
"Скисание молока в тёплой комнате потому что в химическое явление входит изменение цвета, вкуса, запаха.";"1";"5427425"
"к химическим явлениям относиться скисание молока , так как молоко скисает в тёплом месте , а в холодном помещение держится дольше.";"1";"5427426"
"скисание молока является химическим, потому что молоко начинает превращаться в кефир";"1";"5427427"
"Cкисание молока является химическим явлением. Так как все остальные зависят от физических явлений. А у скисшего молока меняется запах, иногда цвет, и из жидкого оно переходит в какую-то массу.";"1";"5427428"
"Скисание молока т. к. когда скисает молоко появляется запах и осадок, а это признаки химической реакции. ";"1";"5427429"
"списание молока в тёплой комнате т.к. молоко находится в теплом комнате, следует что молоко превращается вкусного состояния более ужасного";"1";"5427430"
"Скисание молока в теплой комнате, так как происходит изменения цвета, вкуса и запаха";"1";"5427431"
"Я считаю что химическим явлением является скисание молока в тёплой комнате т.к. поменялся запах молока.";"1";"5427432"
"Скисание молока в тёплой комнате.Потому что происходит изменение химического состава";"1";"5427433"
"--- нет ответа ---";"-1";"5427434"
"скисание молока в тёплой банке потому,что это реакция окисления";"2";"5427435"
"Скисание молока, потому что одно из химических свойств является изменение цвета , запаха и вкуса.";"1";"5427436"
"скисание молока в теплой комнате,потому что происходит химическая реакция";"1";"5427437"
"я думаю что химическим явлением является скисание молока в теплой комнате ";"1";"5427438"
"Химическим явлением является скисание молока в тёплой комнате, потому что молоко при высоких температурах начинает киснуть.";"1";"5427439"
"Химическим явлением является окисление молока в тёплой комнате, так как из молока обраруется новое вещество.";"2";"5427440"
"Химическим является скисание молока в теплой комнате, потому что при скисании получается новое вещество.";"2";"5427441"
"Химическое явление - скисание молока в теплой комнате т.к. идет химическая реакция и молоко начинает закисать.";"1";"5427442"
"Скисание молока в теплой комнате. ";"1";"5427443"
"скисание молока т.к химичесике явления это явления при которых изменяется состав вещества.";"2";"5427444"
"Скисание молока в теплой комнате";"1";"5427445"
"Скисание молока в теплой комнате, потому что выделяется новое вещество в этом явлении.";"2";"5427446"
"Скисание молока в теплой комнате так как, все вещества находящиеся в молоке начинают скисать, а окисление это химическое явление
А все другие физические то вывод, что скисание молока в теплой комнате верный ответ";"2";"5427447"
"Скисание молока в теплой комнате является химическим потому что температура в комнате выше температуры в банке с молоком";"1";"5427448"
"Скисание молока в теплой комнате,потому что в процессе образуется новое вещество";"2";"5427449"
"скисание молока в теплой комнате, т.к. присутствуют признаки химического явления";"1";"5427450"
"Скисание молока в тёплой комнате. Потому что при нагревании продукта, больший шанс окисления.";"1";"5427451"
"Химическим явлением является скисание молока в тёплой комнате. Так как происходит процесс окисления.";"2";"5427452"
"Скисание молока в теплой комнате- явление является химическим ,так как оно способствует образованию нового вещества.";"2";"5427453"
"Химическим явлением является скисание молока в тёплой комнате, так как данное явление происходит в результате реакции нескольких разных веществ.";"1";"5427454"
"скисание молока в тёплой комнате. потому что во время скисания у молока меняется химический состав";"1";"5427455"
"Скисание молока
Т.к образуется новое вещество";"2";"5427456"
"скисание молока происходит при долгосрочном нахождении ёмкости с молоком в определённой среде при которой кислород попадает в ёмкость с молоком и начинается реакция окисления молока";"2";"5427457"
"Химическим явлением является скисание молока в теплой комнате, так как меняются свойства веществ, образуются новые вещества, молоко меняет цвет и окисляется.";"2";"5427458"
"Скисание молока. Т.к  там происходит химическая реакция";"1";"5427459"
"Скисание молока в тёплой комнате.
Потому что,при тёплой температуре молоко начинает скисать";"1";"5427460"
"процесс окисления";"0";"5427461"
"Скорее всего химическим явлением является Скисание молока в теплой комнате";"1";"5427462"
"скисание молока в теплой комнате, потому что его свойства изменяются после скисания.";"1";"5427463"
"Скисание молока и излучение света т.к это не физические явления";"0";"5427464"
"это излучение света раскалённым металлом, так как при этом процессе свойства вещества изменяются и и сопровождается выделением тепла и света, что является признаком химической реакции. ";"0";"5427465"
"химическим явлением является скисание молока в теплой комнате. Потому что при скисании молока появляются новые вещества ";"2";"5427466"
"Скисание молока. Так как меняется структура предмета.";"1";"5427467"
"Скисание молока в теплой комнате. Молоко нужно хранить в холодильнике и по срок годности. Если хранить в теплом месте оно будет киснуть.";"1";"5427468"
"Скисание молока, т.к. в этом процессе изменяется вещество. Если в процессе вещество изменяется, то процесс можно считать химическим.";"2";"5427469"
"из перечисленных явлений химическим является - скисание молока в теплой комнате, потому что гниение или скисание это химический процесс";"1";"5427470"
"Скисание молока в тёплой комнате, так как молоко меняет свои химические свойства";"2";"5427471"
"Скисание молока в теплой комнате является химическим явлением, потому что оно меняет свое свойство.";"1";"5427472"
"скисание молока в теплой комнате ";"1";"5427473"
"химическим явлением является скисание молока в теплой комнате, т.к.  при этом явлении молоко превращается в несколько других веществ";"2";"5427474"
"Скисание молока в теплой комнате. Так как из-за тепла, молоко сворачивается";"1";"5427475"
"Химическим явлением является скисание молока в теплой комнате, потому что потому что образуется благоприятная среда для обитания бактерий, которые свертывают молоко";"1";"5427476"
"Химическим явлением является скисание молока в теплой комнате, потому что образуется новое вещество.";"2";"5427477"
"1";"0";"5427478"
"Излучение света раскаленным металлом,так как огонь реагирует с металлом в специальных условиях.";"0";"5427479"
"Скисание молока, так как после этого явления из молока получаются новые вещества";"2";"5427480"
"Скисание молока в тёплой комнате является химическим явлением, так как остальные явления относятся к физическим.";"1";"5427481"
"Скисание молока является химическим явлением, так как  при комнатной температуре молоко окисляется.";"2";"5427482"
"скисание молока,при скисании молока образуется новое вещество,следовательно это химическое явление,т.к при химическом явлении образуются новые вещества,";"2";"5427483"
"скисание молока в теплой комнате, потому что происходит образование новых веществ";"2";"5427484"
"Скисание молока,так как при вскрытии банки происходит выделение газа";"1";"5427485"
"Скисание молока, так как это химическая реакция, она протекает из-за разложения молока, а условием для более быстрого её протекания является довольно высокая температур";"1";"5427486"
"Скисание молока в тёплой комнате, я думаю ... Не знаю почему, просто помню, извините.";"1";"5427487"
"Появление радуги после дождя, движение автомобиля по закруглённой дороге. Эти явления химические, потому что при них не получается новое вещество.";"0";"5427488"
"Я считаю что правильным ответом является скисание молока в тёплой комнате. Так как при: движении автомобиля по закруглённой дорого, излучение света раскалённым металлом, появление радуги после дождя-новых веществ не появляется. При скисании молока появляется: другой внешний вид, запах, цвет, вкус. В крации появляется другое вещество-кефир.";"2";"5427489"
"Скисание молока в теплой комнате. Так как в данном процессе появляются новые химические элементы.";"1";"5427490"
"Скисание молока в тёплой комнате, потому что при скисании появляется новое вещество с новыми свойствами, а именно - скисшее молоко";"2";"5427491"
"химическим явлением является скисание молока в тёплой комнате, так как вещество изменяется, меняется его структура, запах, цвет";"1";"5427492"
"скисание молока в тёплой комнате";"1";"5427493"
"Излучение света раскаленным металлом,т.к. на него мы производим какое-либо действие.";"0";"5427494"
"скисание молока в теплой комнате
та как происходит химическая рекация с воздухом и молоком";"1";"5427495"
"Излучение света раскаленным металлом- это химическое явление ";"0";"5427496"
"скисание молока в теплой комнате является химическим явлением потому что молоко скисает из за бактерий, которые интенсивнее размножаются в теплой среде";"1";"5427497"
"--- нет ответа ---";"-1";"5427498"
"Химическим явлением является скисание молока в тёплой комнате. Молоко превращается в творог, то есть оно меняет свой запах, цвет и консистенцию. И ещё из молока выделяется желтая жидкость.";"1";"5427499"
"Химическим явлением является скисание молока в теплой комнате так как молоко меняет свои химические свойства на другие.";"2";"5427500"
"Я считаю, что скисание молока в теплой комнате.Ведь когда скиснет молоко образуется что-то другое то есть новое вещество.";"2";"5427501"
"Скисание молока в теплой комнате,потому что происходит химический процесс окисление молока.";"2";"5427502"
"Скисание молока в тёплой воде.
Потому что происходит  химическая реакция что молоко окисляется со временем в комнате, и становится на основе кефира.";"2";"5427503"
"скисание молока в теплой комнате является химическим явлением так как при химическом явлении
тело меняет свою форму цвет выделяется запах
при скисании молока выделяется запах и тело меняет форму";"1";"5427504"
"Химическое явление - явление при котором во время химической реакции одно вещество преобразуется в другое.
Физическое явление - явление при котором во время химической реакции вещество остаётся этим же веществом.
Поэтому химическим явлением является скисание молока в тёплой комнате.";"2";"5427505"
"появление радуги после дождя ";"0";"5427506"
"излучение света раскаленным металлом ";"0";"5427507"
"скисание молока в теплой комнате потому что молоко соединяется с кислородом и начинает бродить потому что кисломолочное производство";"1";"5427508"
"Скисание молока в тёплой комнате, так как меняется цвет, запах и свойства молока, что свидетельствует о протекании химического процесса.";"1";"5427509"
"Скисание молока в теплой комнате, так как происходят химические процессы при которых выделяется запах, меняется цвет и консистенция.";"1";"5427510"
"Скисание молока в теплой комнате , потому что выделяется запах и меняется цвет.";"1";"5427511"
"Химическим явлением является скисание молока в теплой комнате, потому что вещество меняет свой состав, а также запах, вид и густеет";"2";"5427512"
"Скисание молока так как молоко превращается в  совершенно другое вещество";"2";"5427513"
"скисание молока в тепловой комнате так как из молока получается другое вещество";"2";"5427514"
"Ответ рисунок 3 т.к:

Хим. явление - переход из 1 вещества в другое
Физ. явление - переход из 1 состояния вещества в другое
Следовательно:
Рисунок 1: Происходит лишь движение автомобиля (Не верно)
Рисунок 2: Не верно
Рисунок 3: Молоко превратилось в другое вещество (Верный ответ)
Рисунок 4: Не верно";"1";"5427515"
